E, P
564.9016297762145, 7882.879761176129
553.1784840255835, 7831.017003704757
496.4660622690177, 7587.751052478974
496.4660622690177, 7587.751052478974
499.20737595547234, 7604.814648945985
410.13500973163355, 7242.038766853134
406.69081580599646, 7233.391641711289
326.1220542235279, 6872.20615708255
326.1220542235279, 6872.20615708255
326.1220542235279, 6872.20615708255
326.1220542235279, 6872.20615708255
332.6323930435326, 6897.750471987277
332.6323930435326, 6897.750471987277
324.41856917232747, 6839.233998412826
330.8304615562872, 6862.610466191897
338.30939838136663, 6896.879436905202
314.08019199048476, 6791.532037659973
314.08019199048476, 6791.532037659973
344.696005309026, 6933.011253413724
344.696005309026, 6933.011253413724
344.696005309026, 6933.011253413724
344.696005309026, 6933.011253413724
422.5034679458557, 7269.601822433933
467.6757998468155, 7476.955351167345
467.6757998468155, 7476.955351167345
467.6757998468155, 7476.955351167345
467.6757998468155, 7476.955351167345
541.7082034216306, 7804.564341310086
498.7943905478386, 7630.871137502538
498.7943905478386, 7630.871137502538
498.7943905478386, 7630.871137502538
495.4195735384903, 7613.664564892797
590.3703974548114, 8002.19047542577
595.1383598620577, 8029.729547699424
595.1383598620577, 8029.729547699424
595.1383598620577, 8029.729547699424
595.1383598620577, 8029.729547699424
595.1383598620577, 8029.729547699424
595.1383598620577, 8029.729547699424
540.4987701078527, 7795.75028980328
452.9746673190911, 7423.962252169511
452.9746673190911, 7423.962252169511
452.9746673190911, 7423.962252169511
378.40102863456036, 7097.582181263462
421.5221861137118, 7291.259401541498
421.5221861137118, 7291.259401541498
421.5221861137118, 7291.259401541498
429.61034420726514, 7255.833304469232
253.81062111006528, 6530.032709269969
244.5298738666415, 6558.282928808017
239.55143413101456, 6533.8755006974625
239.55143413101456, 6533.8755006974625
179.39691149851797, 6259.859644605181
179.39691149851797, 6259.859644605181
175.6330282072819, 6235.044686992864
163.94521300879865, 6172.770337576033
259.95755062207826, 6581.781278881982
261.6585506601078, 6595.143835575263
299.8885315421026, 6770.344228322594
283.1626845203896, 6669.736264922831
309.6872320431319, 6803.865014130203
309.6872320431319, 6803.865014130203
344.6997225708787, 6960.5880521160725
362.43203231916544, 7030.281490144336
341.4282801094395, 6931.8410765500275
341.4282801094395, 6931.8410765500275
349.7802272873538, 6967.258337310473
349.7802272873538, 6967.258337310473
337.66497902406235, 6912.091370299119
337.66497902406235, 6912.091370299119
337.66497902406235, 6912.091370299119
265.1707352106833, 6593.797767299805
303.7100671056976, 6759.395366315877
303.7100671056976, 6759.395366315877
345.11743043006277, 6930.063519421753
324.40027737497525, 6840.6410479091555
434.1348989973094, 7313.889452648125
434.1348989973094, 7313.889452648125
434.1348989973094, 7313.889452648125
434.1348989973094, 7313.889452648125
439.0615703776975, 7331.854609595185
489.60658324387254, 7548.911385852969
489.60658324387254, 7548.911385852969
489.60658324387254, 7548.911385852969
489.60658324387254, 7548.911385852969
493.20821850241225, 7569.242275718198
509.67762174405476, 7646.2542215103
486.37766052780114, 7544.940362669575
426.68442278017034, 7285.52834838062
426.68442278017034, 7285.52834838062
426.68442278017034, 7285.52834838062
386.82046151608773, 7112.721831806013
386.82046151608773, 7112.721831806013
452.4211104683422, 7280.8499829209095
452.4211104683422, 7280.8499829209095
452.4211104683422, 7280.8499829209095
476.2906269313606, 7389.858391143037
468.7883847661097, 7348.358948806817
471.81412872576874, 7362.751507896813
471.81412872576874, 7362.751507896813
487.6923489304858, 7404.394600116269
487.6923489304858, 7404.394600116269
487.6923489304858, 7404.394600116269
505.9444214871401, 7495.30691511441
582.570913688973, 7817.616774352906
582.570913688973, 7817.616774352906
582.570913688973, 7817.616774352906
582.570913688973, 7817.616774352906
563.5424565382712, 7724.419486777662
642.7382987806075, 8081.264342629056
760.7339164725769, 8573.575554869994
760.7339164725769, 8573.575554869994
679.3603087289933, 8220.857431996155
581.1224360396645, 7806.065699333527
581.1224360396645, 7806.065699333527
581.1224360396645, 7806.065699333527
482.3455388500614, 7389.160354043388
489.59492871330696, 7401.618320615984
489.59492871330696, 7401.618320615984
489.59492871330696, 7401.618320615984
447.3136406780447, 7223.815399381332
358.4128794704768, 6854.033600428501
358.4128794704768, 6854.033600428501
358.4128794704768, 6854.033600428501
358.4128794704768, 6854.033600428501
358.4128794704768, 6854.033600428501
358.4128794704768, 6854.033600428501
358.4128794704768, 6854.033600428501
358.4128794704768, 6854.033600428501
358.4128794704768, 6854.033600428501
364.6622671674363, 6884.121996917753
365.70545258495605, 6893.192347598387
365.70545258495605, 6893.192347598387
365.70545258495605, 6893.192347598387
365.70545258495605, 6893.192347598387
415.90676913229555, 7211.656812509827
474.8593541571902, 7452.201338594839
474.8593541571902, 7452.201338594839
528.5775999809041, 7706.503421241119
585.7837786138277, 7963.853229752856
563.6097223068829, 7867.943544072858
563.6097223068829, 7867.943544072858
561.5588060132835, 7882.476370021437
528.0192825531661, 7736.605257421799
547.5797228265544, 7820.2899607564395
547.6475600152842, 7820.196357567025
498.03787412082414, 7614.605335229475
498.03787412082414, 7614.605335229475
507.03163945498926, 7667.833635669313
507.03163945498926, 7667.833635669313
493.688075080459, 7599.508335895187
511.3038284030558, 7679.4303372620125
525.4568346935989, 7746.095362321132
513.1824245482759, 7652.122050140377
513.1824245482759, 7652.122050140377
447.1315804666486, 7349.84505915501
447.1315804666486, 7349.84505915501
447.1315804666486, 7349.84505915501
447.1315804666486, 7349.84505915501
447.1315804666486, 7349.84505915501
447.1315804666486, 7349.84505915501
447.1315804666486, 7349.84505915501
447.1315804666486, 7349.84505915501
445.2297630542192, 7339.849807355538
445.2297630542192, 7339.849807355538
448.9154225228986, 7349.9572572762245
448.9154225228986, 7349.9572572762245
445.32470332234766, 7326.553887633298
338.03462091347274, 6790.605982699622
338.03462091347274, 6790.605982699622
338.03462091347274, 6790.605982699622
330.846950708617, 6757.828248188508
622.9530263607634, 7972.877425352412
634.8620319594714, 8023.234964678541
633.2777387594713, 8019.022438218659
633.2777387594713, 8019.022438218659
633.2777387594713, 8019.022438218659
628.0906170730369, 8002.652690940466
878.483869360169, 9065.1178948866
895.407046201738, 9152.184881692658
895.407046201738, 9152.184881692658
895.407046201738, 9152.184881692658
895.407046201738, 9152.184881692658
895.407046201738, 9152.184881692658
794.7597882987224, 8735.180112920749
532.7442526083993, 7633.348087081372
532.7442526083993, 7633.348087081372
532.7442526083993, 7633.348087081372
532.7442526083993, 7633.348087081372
450.5262141043189, 7310.284034944672
416.79208649985327, 7159.23681667715
395.11799001103617, 7059.6686416573575
449.7677339809394, 7305.144532881666
449.7677339809394, 7305.144532881666
449.7677339809394, 7305.144532881666
449.7677339809394, 7305.144532881666
449.7677339809394, 7305.144532881666
449.7677339809394, 7305.144532881666
449.7677339809394, 7305.144532881666
471.3267056615398, 7418.0617860125785
439.72593434098354, 7263.957231608903
567.751130272562, 7824.062694295613
524.8341066782974, 7623.511309867667
524.8341066782974, 7623.511309867667
524.8341066782974, 7623.511309867667
524.48334011863, 7623.897079233309
536.8273365535829, 7790.217754954121
536.8273365535829, 7790.217754954121
536.8273365535829, 7790.217754954121
536.8273365535829, 7790.217754954121
504.9822292702078, 7641.920149550868
656.174129405218, 8285.88390485256
694.4858806147439, 8443.97978573239
648.3515188007457, 8249.735106801641
648.3515188007457, 8249.735106801641
601.5537135254542, 8075.250497445779
616.8438822945823, 8144.316803788226
616.8438822945823, 8144.316803788226
616.8438822945823, 8144.316803788226
598.6698227466588, 8066.404264564077
598.6698227466588, 8066.404264564077
598.6698227466588, 8066.404264564077
618.5656312978729, 8151.171063551106
618.5656312978729, 8151.171063551106
706.7622923333422, 8520.684059854066
706.7622923333422, 8520.684059854066
706.7622923333422, 8520.684059854066
709.248529042575, 8527.928956815274
709.248529042575, 8527.928956815274
630.9512196674987, 8180.9800971326695
522.2959873586, 7726.264156349775
522.2959873586, 7726.264156349775
504.85894760621596, 7650.126906487207
517.6301993901432, 7707.534898791145
485.18917774355907, 7569.737368363701
529.6976896925294, 7753.269597496161
529.6976896925294, 7753.269597496161
538.5135319973415, 7782.141775234375
558.3254556699167, 7848.791623160483
638.0839763701482, 8212.994410442325
617.4601422608914, 8117.550382713964
617.4601422608914, 8117.550382713964
617.4601422608914, 8117.550382713964
617.4601422608914, 8117.550382713964
697.8764614860045, 8465.03201873943
697.8764614860045, 8465.03201873943
697.8764614860045, 8465.03201873943
691.0083850256685, 8453.94706049174
691.0083850256685, 8453.94706049174
624.669770133813, 8165.094891758776
624.669770133813, 8165.094891758776
474.0068972949351, 7528.95231338991
474.0068972949351, 7528.95231338991
375.733873794961, 7086.348986520023
376.61653931825526, 7088.7973078523355
386.26239493518204, 7132.452467469493
413.83404912337295, 7259.355502019473
413.83404912337295, 7259.355502019473
420.421772648015, 7282.252512303525
351.9361017904083, 6984.769028849576
334.57901941331863, 6898.283880332238
421.1582518371402, 7269.516538491445
409.3894626714144, 7211.061602958394
417.4099261011732, 7244.463342170424
416.92806779478525, 7231.991474346247
416.31794031164935, 7232.063151927317
401.26074319216775, 7165.815123194139
401.26074319216775, 7165.815123194139
401.26074319216775, 7165.815123194139
348.6481751336343, 6942.308894709024
369.0686034903256, 7033.18483655652
369.0686034903256, 7033.18483655652
364.5307246846887, 7012.068966854847
464.5430210135079, 7433.3410800030415
464.5430210135079, 7433.3410800030415
388.7564838217983, 7100.769466378596
406.71396700338204, 7185.1285237513885
399.9378508221827, 7145.252328344675
399.9378508221827, 7145.252328344675
399.9378508221827, 7145.252328344675
399.9378508221827, 7145.252328344675
263.1409287352232, 6573.092924666269
263.1409287352232, 6573.092924666269
294.8722283968996, 6716.87924697889
323.2735956827769, 6833.665496224668
323.2735956827769, 6833.665496224668
323.2735956827769, 6833.665496224668
323.2735956827769, 6833.665496224668
323.2735956827769, 6833.665496224668
323.2735956827769, 6833.665496224668
336.3459130994734, 6893.842265153473
345.2917216875902, 6959.0269499441865
292.634237277388, 6733.386804075837
292.634237277388, 6733.386804075837
297.36825157291617, 6731.633866087609
297.36825157291617, 6731.633866087609
297.36825157291617, 6731.633866087609
297.36825157291617, 6731.633866087609
297.36825157291617, 6731.633866087609
293.7019340316774, 6717.834314426811
293.7019340316774, 6717.834314426811
293.7019340316774, 6717.834314426811
293.7019340316774, 6717.834314426811
293.7019340316774, 6717.834314426811
318.58549395857244, 6822.649594533528
333.96667437982757, 6900.960398906107
353.26080180253217, 6997.882992854165
353.26080180253217, 6997.882992854165
340.8491589961894, 6935.4158035041055
291.3275370386031, 6720.335144935611
291.3275370386031, 6720.335144935611
291.3275370386031, 6720.335144935611
291.3275370386031, 6720.335144935611
291.3275370386031, 6720.335144935611
312.30822161059126, 6811.230820864005
290.68037917881264, 6713.3322976018935
290.68037917881264, 6713.3322976018935
290.68037917881264, 6713.3322976018935
292.17160423993556, 6722.49390852594
292.17160423993556, 6722.49390852594
292.17160423993556, 6722.49390852594
283.99250100886894, 6687.1758370075895
269.07674527147236, 6617.759883673944
256.3382860242836, 6559.8998992090965
256.3382860242836, 6559.8998992090965
328.72228416215154, 6879.403448659368
328.72228416215154, 6879.403448659368
319.23053636651315, 6830.120145062603
319.23053636651315, 6830.120145062603
288.2282629822176, 6694.471133465553
453.6933451305465, 7388.159644755495
453.6933451305465, 7388.159644755495
569.6224237689848, 7434.452758414374
569.6224237689848, 7434.452758414374
587.723093638953, 7566.251953262737
587.723093638953, 7566.251953262737
587.723093638953, 7566.251953262737
598.2645370004598, 7615.312974045137
598.2645370004598, 7615.312974045137
598.2645370004598, 7615.312974045137
598.2645370004598, 7615.312974045137
598.2645370004598, 7615.312974045137
598.2645370004598, 7615.312974045137
615.3416553362134, 7688.772996843206
608.0228750161326, 7661.91333042712
608.0228750161326, 7661.91333042712
615.9017204795342, 7702.013935503612
439.4912552467791, 6963.589688666142
439.4912552467791, 6963.589688666142
439.4912552467791, 6963.589688666142
439.4912552467791, 6963.589688666142
439.4912552467791, 6963.589688666142
439.4912552467791, 6963.589688666142
424.0798020032697, 6902.494669164845
388.2847331944957, 6746.566129522351
388.2847331944957, 6746.566129522351
353.33525331273694, 6980.366821612395
353.33525331273694, 6980.366821612395
353.33525331273694, 6980.366821612395
373.09489414590513, 7067.78579104267
373.09489414590513, 7067.78579104267
373.09489414590513, 7067.78579104267
319.2708390890668, 6827.938079372816
319.2708390890668, 6827.938079372816
321.030332472824, 6835.5400256148005
381.28226466725675, 7071.164636843794
349.6318229565481, 6918.611132948343
349.6318229565481, 6918.611132948343
342.12110036915, 6893.0407540184515
299.7198786220392, 6699.349978489817
308.00493543016194, 6747.086984671515
313.9512812310217, 6774.908954618655
313.9512812310217, 6774.908954618655
307.3398392940966, 6734.333415172832
295.3562882050062, 6684.919501877356
267.083476287275, 6553.168160283848
275.1027954931588, 6591.047093067146
425.22895041336943, 6631.735971279951
430.6446951443308, 6654.561467748112
405.7527359749491, 6550.520159702106
455.1402187131702, 6771.193944552675
373.0597137155415, 6414.611242387342
373.0597137155415, 6414.611242387342
373.0597137155415, 6414.611242387342
373.0597137155415, 6414.611242387342
393.44762296445765, 6499.311232597449
289.19910110937536, 6561.962935125947
289.19910110937536, 6561.962935125947
295.7786316068779, 6594.681168908934
325.8611398097916, 6724.153479655649
505.613686055469, 7464.979553612549
471.36053492271014, 7314.585456936629
471.36053492271014, 7314.585456936629
447.29712821911824, 7197.48910096164
476.49527790580225, 7343.1617949525635
496.649413307434, 7597.316414854255
533.0400024152523, 7748.386444487769
533.0400024152523, 7748.386444487769
500.13919907823885, 7607.04191480667
500.13919907823885, 7607.04191480667
500.13919907823885, 7607.04191480667
514.7613018390575, 7665.508483045647
514.7613018390575, 7665.508483045647
460.19893526832493, 6980.704507365126
446.5268166243214, 6908.290709317299
446.5268166243214, 6908.290709317299
446.5268166243214, 6908.290709317299
446.5268166243214, 6908.290709317299
569.876680112, 7688.015717317747
603.627977509754, 7837.307694638401
676.2862384975213, 8139.098396554891
673.6770303814131, 8325.653972177233
673.6770303814131, 8325.653972177233
586.3355566004734, 7958.661609924353
759.7806137439278, 8647.535506637561
749.5918287369535, 8604.677128073567
693.2467387923975, 8371.771479672667
693.2467387923975, 8371.771479672667
651.0028295435084, 8195.411386061047
844.2198492183215, 8987.769284457645
844.2198492183215, 8987.769284457645
844.2198492183215, 8987.769284457645
824.7357978288142, 8886.011363133184
824.7357978288142, 8886.011363133184
559.9429675384818, 7775.418836421159
422.9610937443315, 7189.48549871935
258.9657447856635, 6486.828120747283
259.1399960498781, 6489.108825606738
259.1399960498781, 6489.108825606738
259.1399960498781, 6489.108825606738
259.1399960498781, 6489.108825606738
217.9003218874869, 6296.890331347162
217.9003218874869, 6296.890331347162
217.9003218874869, 6296.890331347162
148.61692758127447, 6070.148754741692
131.5513115992033, 5989.303423047371
134.8288650131655, 5984.845527785987
134.8288650131655, 5984.845527785987
128.62883567656726, 5941.429437214414
168.1926161959661, 5940.447303650552
167.12190688645808, 5930.752296348852
167.12190688645808, 5930.752296348852
167.12190688645808, 5930.752296348852
167.12190688645808, 5930.752296348852
167.12190688645808, 5930.752296348852
167.12190688645808, 5930.752296348852
167.12190688645808, 5930.752296348852
273.46436315534396, 6373.381144335978
273.46436315534396, 6373.381144335978
273.46436315534396, 6373.381144335978
366.16031145819153, 6759.085938913752
367.6788673125559, 6670.317828901516
380.11444238159123, 6735.29203886151
380.11444238159123, 6735.29203886151
463.5885690503983, 7100.499057927024
406.9326970885292, 6852.710374576521
402.16338791953854, 6831.691890589932
402.16338791953854, 6831.691890589932
403.61584143275047, 6846.807105596826
403.61584143275047, 6846.807105596826
398.447708891802, 6820.485569644673
398.447708891802, 6820.485569644673
532.5310758721096, 7381.919619302962
477.9433377210369, 7144.77856048755
477.9433377210369, 7144.77856048755
502.6522848156231, 7241.346529650626
502.6522848156231, 7241.346529650626
448.8078104825922, 7003.273941110409
562.5991319914795, 7031.469628332766
731.8202170309845, 7448.073044299839
805.6633179014269, 7763.0412717737
772.3372872886879, 7632.071761111327
772.3372872886879, 7632.071761111327
715.3902526003388, 7416.214013848663
698.798360447684, 7408.698871727402
775.4457954682941, 7414.1670874027095
775.4457954682941, 7414.1670874027095
775.4457954682941, 7414.1670874027095
561.6090059016466, 6895.746377741413
555.2805610501347, 6865.115367293537
555.2805610501347, 6865.115367293537
555.2805610501347, 6865.115367293537
555.2805610501347, 6865.115367293537
555.2805610501347, 6865.115367293537
616.2511120896526, 7122.023797339121
616.2511120896526, 7122.023797339121
620.6092279188352, 7146.180902968353
525.8588383374243, 7203.288032667078
432.7306216744199, 7276.762155359509
432.7306216744199, 7276.762155359509
432.7306216744199, 7276.762155359509
414.2674498258298, 7191.971505822505
404.5078824080236, 7037.872716502028
404.5078824080236, 7037.872716502028
394.66464533438534, 6938.64666366018
324.0404521361758, 6534.725218229356
324.7342335962294, 6538.467340677264
343.3386536136341, 6696.218350883233
366.9490370226464, 6472.217512728034
370.3817492503457, 6490.704469523282
377.7323285077642, 6523.069164358654
386.95383737467097, 6556.921099210029
343.93216821444963, 6366.187563979925
343.93216821444963, 6366.187563979925
343.93216821444963, 6366.187563979925
323.71178398754404, 6265.454072675567
247.75897276522466, 5943.478336218698
247.75897276522466, 5943.478336218698
235.53307071947268, 6064.111101736087
260.3590197828592, 6175.224296029055
264.0562920607833, 6185.441653823469
266.08838144812523, 6202.797192880029
265.2154562265446, 6194.5550545463375
265.2154562265446, 6194.5550545463375
272.14301843751934, 6227.611668036383
255.69850373030354, 6171.456392421622
255.69850373030354, 6171.456392421622
255.69850373030354, 6171.456392421622
247.69695531086097, 6280.6801141164115
193.0715573833125, 6045.186307643189
194.4649074404782, 6052.284867216671
191.96074668874581, 6045.224034825472
194.5957336458989, 6056.5164928525655
194.5957336458989, 6056.5164928525655
194.5957336458989, 6056.5164928525655
202.3696453951037, 5896.62279816701
202.3696453951037, 5896.62279816701
265.8914247448147, 6421.776307264996
375.0465348358375, 6872.71154234161
372.2676011872265, 6891.322451269189
394.8181986876428, 6847.263225163216
424.9333162699768, 6891.168991504867
378.1955239218642, 6714.816776162675
261.6389228314278, 6301.756430398552
261.6389228314278, 6301.756430398552
276.08631777147843, 6370.260362380916
238.8304792918954, 6201.112356623653
238.8304792918954, 6201.112356623653
238.8304792918954, 6201.112356623653
223.85643240981327, 6101.043479805391
223.85643240981327, 6101.043479805391
217.58029225221722, 6071.588934526905
217.58029225221722, 6071.588934526905
217.58029225221722, 6071.588934526905
233.79009633548733, 6152.636440521353
232.5154130998235, 6146.377401017456
232.5154130998235, 6146.377401017456
202.67080975464066, 6078.099249029895
231.5686793182728, 6209.571231086109
231.5686793182728, 6209.571231086109
231.5686793182728, 6209.571231086109
265.33776748077105, 6556.481099002721
265.33776748077105, 6556.481099002721
265.33776748077105, 6556.481099002721
260.82275579841723, 6537.910029113161
266.68048019495507, 6567.690240593405
266.68048019495507, 6567.690240593405
266.68048019495507, 6567.690240593405
266.29600983230534, 6575.493409444706
266.29600983230534, 6575.493409444706
256.7836680979541, 6522.98132620377
255.77968427789335, 6519.33081347979
255.77968427789335, 6519.33081347979
255.77968427789335, 6519.33081347979
255.77968427789335, 6519.33081347979
263.845763500986, 6556.432492687735
309.83093454843413, 6750.227479929838
309.83093454843413, 6750.227479929838
309.83093454843413, 6750.227479929838
299.95604167622685, 6709.329368846783
308.4710866880301, 6676.944423601831
308.4710866880301, 6676.944423601831
308.4710866880301, 6676.944423601831
308.4710866880301, 6676.944423601831
308.4710866880301, 6676.944423601831
308.4710866880301, 6676.944423601831
368.4536701286878, 6935.287221026976
368.4536701286878, 6935.287221026976
374.5232392558298, 6957.400123711872
374.5232392558298, 6957.400123711872
374.5232392558298, 6957.400123711872
374.5232392558298, 6957.400123711872
415.1848756593774, 7142.703331673181
470.71185408417426, 7426.884951868061
511.8960789466892, 7617.245792308358
524.6918700582744, 7666.850910006142
503.8297643894544, 7570.6364046084345
503.8297643894544, 7570.6364046084345
446.13417994971525, 7335.069432132752
446.13417994971525, 7335.069432132752
382.10401586907153, 6913.89281926425
368.48417072309724, 6847.663222888894
368.48417072309724, 6847.663222888894
383.1643625447354, 6915.708427895234
380.5860113978026, 6905.277713772683
380.5860113978026, 6905.277713772683
400.4508262337514, 6840.809033014395
400.4508262337514, 6840.809033014395
400.4508262337514, 6840.809033014395
427.5048157643602, 6961.9411492738445
427.5048157643602, 6961.9411492738445
438.5473277427523, 7009.842781364193
439.3645185302187, 7013.220257761334
439.3645185302187, 7013.220257761334
439.3645185302187, 7013.220257761334
442.1275395283778, 7031.28094047843
422.4443799965977, 6945.728463306498
422.4443799965977, 6945.728463306498
422.4443799965977, 6945.728463306498
422.4443799965977, 6945.728463306498
424.5963170234725, 6951.389132125409
424.5963170234725, 6951.389132125409
419.88642659073446, 7153.264542550635
419.88642659073446, 7153.264542550635
387.35867649691755, 7005.974272852168
361.9455693887303, 6762.55203548274
346.2799417889575, 6778.329228096544
346.2799417889575, 6778.329228096544
351.5134045997025, 6795.358900363104
351.10667238486263, 6795.623903862938
351.10667238486263, 6795.623903862938
359.2243254480493, 6827.234010149065
357.8822489431852, 6818.364339651404
357.8822489431852, 6818.364339651404
357.8822489431852, 6818.364339651404
357.8822489431852, 6818.364339651404
314.3667048375422, 6620.612617628733
317.66342559637417, 6639.161997030875
317.66342559637417, 6639.161997030875
317.66342559637417, 6639.161997030875
317.66342559637417, 6639.161997030875
283.2305530280292, 6494.103453607577
283.7695142243978, 6499.1927495616565
269.27112023406727, 6419.95488562471
